subdivision,year,adpe,ap,ctue,ctuh-c,ctuh-nc,gwp,ir,pm,wu
US-MI,2021,4.16759e-7,0.000777131,0.201881,3.41335e-9,4.11354e-8,0.461142,0.00982855,0.00000459017,0.0949048
US-MI,2022,4.25584e-7,0.000772962,0.199581,3.38785e-9,3.83972e-8,0.474022,0.00937209,0.0000053182,0.0861934
US-MI,2023,4.10575e-7,0.00061331,0.162863,2.72634e-9,2.76017e-8,0.414709,0.00956883,0.00000449926,0.0797155
US-MI,2024,3.82058e-7,0.000595765,0.1598,2.7016e-9,2.68327e-8,0.40762,0.00957497,0.00000427959,0.0797436
US-MN,2019,5.44614e-7,0.000703218,0.191661,3.9469e-9,3.83766e-8,0.410561,0.00846983,0.00000344177,0.0824901
US-MN,2020,5.84169e-7,0.000615921,0.169816,3.75933e-9,3.27618e-8,0.35698,0.00839946,0.00000335115,0.0792986
US-MN,2021,6.04024e-7,0.000654889,0.178719,3.88584e-9,3.4783e-8,0.378889,0.00834457,0.00000360419,0.07922
US-MN,2022,6.28113e-7,0.000629914,0.17729,4.1621e-9,3.52765e-8,0.355288,0.00797122,0.00000277742,0.0783281
US-MN,2023,6.21728e-7,0.000579333,0.163136,3.88501e-9,2.98205e-8,0.344689,0.00781835,0.00000323115,0.0712305
US-MN,2024,5.74372e-7,0.000678566,0.187834,4.43087e-9,3.4797e-8,0.404667,0.00690501,0.00000386489,0.0647706
US-MO,2019,4.71357e-7,0.00128235,0.354575,5.67922e-9,8.26986e-8,0.77087,0.00889159,4.64075e-7,0.108343
US-MO,2020,4.77025e-7,0.00128708,0.356364,5.75543e-9,8.29185e-8,0.775346,0.00881525,4.48046e-7,0.107541
US-MO,2021,5.01284e-7,0.00135824,0.374074,6.2431e-9,8.70235e-8,0.805961,0.00824556,0.00000100923,0.104751
US-MO,2022,4.88829e-7,0.0012119,0.33784,5.73123e-9,7.76838e-8,0.727724,0.00851584,6.59755e-7,0.102688
US-MO,2023,4.80167e-7,0.00111096,0.312603,5.36642e-9,7.08422e-8,0.67686,0.00863258,5.07024e-7,0.0998822
US-MO,2024,4.74851e-7,0.0010605,0.299436,5.2521e-9,6.77072e-8,0.642011,0.00862769,5.63481e-7,0.0991847
US-MS,2019,3.12504e-7,0.000417652,0.122592,1.60026e-9,1.44728e-8,0.39222,0.00991419,0.00000185196,0.0690939
US-MS,2020,3.15065e-7,0.000440155,0.129452,1.66926e-9,1.48389e-8,0.422716,0.00955781,0.00000184183,0.063559
US-MS,2021,3.24037e-7,0.000433974,0.127278,1.68608e-9,1.60274e-8,0.39781,0.00994572,0.00000174748,0.0706344
US-MS,2022,3.25826e-7,0.000447505,0.132119,1.73506e-9,1.62957e-8,0.418838,0.0097133,0.00000166238,0.0669021
US-MS,2023,3.26142e-7,0.000394721,0.119149,1.54066e-9,1.31906e-8,0.388068,0.00990395,0.00000151943,0.0674227
US-MS,2024,3.19548e-7,0.000413093,0.123078,1.56089e-9,1.2785e-8,0.41346,0.00953852,0.0000017771,0.061559
US-MT,2019,3.6281e-7,0.0010653,0.269909,4.59171e-9,5.95084e-8,0.55606,0.00518818,0.00000694425,0.0658318
US-MT,2020,3.2574e-7,0.000837721,0.208661,3.8787e-9,4.3436e-8,0.410977,0.00403197,0.00000761779,0.0485456
US-MT,2021,3.65547e-7,0.000961382,0.24196,4.44286e-9,5.16436e-8,0.487615,0.00467721,0.0000075882,0.0577802
US-MT,2022,3.68073e-7,0.00093992,0.239418,4.45343e-9,5.0983e-8,0.482072,0.00466433,0.00000701113,0.0572853
US-MT,2023,4.40411e-7,0.000980158,0.250711,4.79588e-9,5.33014e-8,0.506492,0.00497834,0.000007149,0.0604773
US-MT,2024,4.40601e-7,0.000971479,0.25257,5.03101e-9,5.3448e-8,0.507109,0.00496357,0.00000669737,0.0607119
US-NC,2019,6.36328e-7,0.000618967,0.163757,2.56085e-9,3.1886e-8,0.385705,0.0101414,0.00000307029,0.0896511
US-NC,2020,6.6752e-7,0.000511168,0.136,2.14158e-9,2.46664e-8,0.326129,0.0101295,0.00000291379,0.0854122
US-NC,2021,7.24674e-7,0.00048949,0.134435,2.11788e-9,2.36975e-8,0.328497,0.0102803,0.00000227176,0.0845239
US-NC,2022,7.41908e-7,0.000424215,0.119447,1.86095e-9,1.86877e-8,0.308957,0.0103235,0.00000207722,0.0801474
US-NC,2023,7.63918e-7,0.000414418,0.11803,1.85661e-9,1.87381e-8,0.301361,0.0103595,0.00000176213,0.0808856
US-NC,2024,6.07664e-7,0.000486501,0.137143,2.12252e-9,2.45534e-8,0.336647,0.0104787,0.00000174069,0.0878819
US-ND,2019,5.18981e-7,0.00109931,0.316208,6.36225e-9,7.09414e-8,0.645676,0.00604323,5.29289e-7,0.0793103
US-ND,2020,5.35828e-7,0.00104591,0.304842,6.46173e-9,6.75767e-8,0.61433,0.00580358,4.29817e-7,0.0758589
US-ND,2021,5.444e-7,0.00102578,0.300155,6.51687e-9,6.60878e-8,0.601473,0.00571359,5.34719e-7,0.074418
US-ND,2022,5.51414e-7,0.00100558,0.296807,6.57006e-9,6.51916e-8,0.590971,0.00561522,2.68069e-7,0.0733416
US-ND,2023,5.48146e-7,0.00100057,0.295135,6.50831e-9,6.45277e-8,0.591376,0.00570081,3.48249e-7,0.0733001
US-ND,2024,5.54201e-7,0.00098294,0.291004,6.55024e-9,6.33408e-8,0.578875,0.00558122,4.11444e-7,0.0718999
US-NE,2019,4.96384e-7,0.000984813,0.282719,5.44795e-9,6.42757e-8,0.576779,0.0080047,3.16807e-7,0.0950994
US-NE,2020,5.10639e-7,0.000923287,0.26885,5.5233e-9,6.01516e-8,0.539308,0.00746977,3.16826e-7,0.088535
US-NE,2021,5.13536e-7,0.000911432,0.264742,5.49184e-9,5.9055e-8,0.528889,0.00756265,5.89383e-7,0.0890111
US-NE,2022,5.33282e-7,0.000892538,0.263158,5.76947e-9,5.79187e-8,0.519445,0.00691427,4.16087e-7,0.0825731
US-NE,2023,5.20596e-7,0.000823745,0.245192,5.41617e-9,5.32109e-8,0.485835,0.00725309,3.44416e-7,0.0828721
US-NE,2024,5.23971e-7,0.000846875,0.252101,5.5779e-9,5.51613e-8,0.495392,0.00718737,3.03474e-7,0.0837766
US-NH,2019,3.30482e-7,0.000318443,0.0553003,1.0089e-9,8.35331e-9,0.120006,0.0109704,0.00000691427,0.0975135
US-NH,2020,3.26063e-7,0.000279474,0.0535717,1.00336e-9,7.07498e-9,0.118962,0.011041,0.00000600214,0.0960578
US-NH,2021,3.27841e-7,0.000315062,0.0611454,1.08476e-9,8.20296e-9,0.144946,0.0110268,0.00000643746,0.0951577
US-NH,2022,3.21813e-7,0.000400116,0.0671852,1.13904e-9,8.4696e-9,0.153498,0.0110704,0.0000105575,0.0953976
US-NH,2023,3.15574e-7,0.000263342,0.0581306,1.00756e-9,7.28806e-9,0.137147,0.0111754,0.00000494166,0.0952989
US-NH,2024,3.08506e-7,0.000151941,0.0536738,9.92239e-10,7.4891e-9,0.101726,0.011814,0.00000132768,0.102511
US-NJ,2019,3.71655e-7,0.000322414,0.0894623,1.19285e-9,8.6599e-9,0.276752,0.0110179,0.00000366273,0.0813678
US-NJ,2020,4.03532e-7,0.000307173,0.0837684,1.1538e-9,8.59306e-9,0.248084,0.0113241,0.00000374817,0.0863073
US-NJ,2021,4.11224e-7,0.000299643,0.0823781,1.14753e-9,8.7209e-9,0.239765,0.0114314,0.00000356764,0.08805
US-NJ,2022,4.10603e-7,0.000290014,0.0812704,1.11258e-9,7.79117e-9,0.244418,0.0113271,0.00000342458,0.0854587
US-NJ,2023,4.18834e-7,0.000273485,0.0776637,1.06113e-9,6.95867e-9,0.236249,0.0113597,0.00000323126,0.0853336
US-NJ,2024,3.72901e-7,0.00028027,0.0759164,1.0317e-9,6.92851e-9,0.227622,0.0115013,0.00000389938,0.0880472
US-NM,2019,6.70445e-7,0.00090486,0.25596,0.00000393507,0.00000204937,0.58122,0.0073312,0.00000531595,0.0709716
US-NM,2020,7.29218e-7,0.000815654,0.238127,0.00000372513,0.00000193808,0.541801,0.00721283,0.00000402939,0.0668371
US-NM,2021,7.52816e-7,0.000762797,0.227913,0.00000345097,0.00000179609,0.49478,0.00651716,0.00000369292,0.0618278
US-NM,2022,7.55592e-7,0.000699755,0.214771,0.00000274436,0.00000143324,0.455262,0.00611487,0.00000289855,0.0573909
US-NM,2023,8.20034e-7,0.000498521,0.165241,0.00000222724,0.00000115634,0.356518,0.00591192,0.00000227034,0.0458959
US-NM,2024,7.76375e-7,0.000473412,0.158188,0.00000326441,0.00000168146,0.348082,0.00593276,0.00000326514,0.0446
US-NV,2019,0.00000225305,0.00149298,0.118618,0.000233231,0.000118589,0.401166,0.00770803,0.000233563,0.0473938
US-NV,2020,0.00000227838,0.00142196,0.111903,0.000223734,0.000113758,0.386391,0.00781948,0.00022405,0.0459859
US-NV,2021,0.00000238924,0.00144395,0.11737,0.000223259,0.000113519,0.388813,0.00780925,0.000223577,0.0467625
US-NV,2022,0.00000264661,0.00141847,0.1151,0.000218804,0.000111254,0.369187,0.00786371,0.000218993,0.0456318
US-NV,2023,0.00000286869,0.00150253,0.108397,0.000241425,0.000122753,0.357049,0.00785561,0.000241555,0.0443258
US-NV,2024,0.00000267895,0.00170982,0.115558,0.000281611,0.000143184,0.403571,0.00786738,0.000281612,0.0477011
US-NY,2019,2.74875e-7,0.000252675,0.066938,1.08322e-9,5.95719e-9,0.17689,0.00862587,0.00000409732,0.065625
US-NY,2020,2.84892e-7,0.000259532,0.0700648,1.11519e-9,5.83827e-9,0.194475,0.00843143,0.00000393034,0.0620373
US-NY,2021,2.93963e-7,0.000287042,0.0745546,1.15121e-9,5.87728e-9,0.214198,0.00818373,0.0000046563,0.0580583
US-NY,2022,3.2e-7,0.000351837,0.0815956,1.25569e-9,6.21544e-9,0.236226,0.00805228,0.00000705133,0.0554165
US-NY,2023,3.49501e-7,0.000275665,0.0764602,1.2181e-9,5.91318e-9,0.222723,0.0080711,0.00000376588,0.0555304
US-NY,2024,3.13354e-7,0.000259203,0.0744441,1.23088e-9,5.76397e-9,0.214534,0.00801786,0.00000330794,0.0559704
US-OH,2019,3.81181e-7,0.00087873,0.242804,3.67711e-9,4.88137e-8,0.594139,0.00953919,0.0000023006,0.089229
US-OH,2020,3.78652e-7,0.000865301,0.236539,3.58573e-9,4.69586e-8,0.580629,0.00957342,0.00000295827,0.0885592
US-OH,2021,3.95957e-7,0.000849076,0.233648,3.54808e-9,4.59536e-8,0.577011,0.00949543,0.00000271861,0.0866672
US-OH,2022,3.89895e-7,0.000788035,0.218755,3.30239e-9,4.10767e-8,0.555728,0.00943417,0.00000272569,0.0819631
US-OH,2023,3.83385e-7,0.000647702,0.189658,2.81206e-9,3.27286e-8,0.508104,0.00950659,0.00000126514,0.076252
US-OH,2024,3.64377e-7,0.000634802,0.191016,2.83778e-9,3.36007e-8,0.509325,0.00955816,1.91567e-7,0.0777596
US-OK,2019,4.13188e-7,0.000358571,0.130397,3.61909e-9,1.55001e-8,0.324022,0.00600072,3.87018e-7,0.0402833
US-OK,2020,4.17736e-7,0.000331419,0.123677,3.60137e-9,1.341e-8,0.309945,0.0059617,4.64631e-7,0.038696
US-OK,2021,4.57092e-7,0.00041275,0.145714,4.24315e-9,2.0342e-8,0.330121,0.0055566,4.54955e-7,0.0416176
US-OK,2022,4.67571e-7,0.000357629,0.133344,4.26735e-9,1.66801e-8,0.299166,0.00535453,4.1488e-7,0.0380971
US-OK,2023,4.42692e-7,0.000295263,0.117288,3.8554e-9,1.16628e-8,0.281186,0.00557467,3.62212e-7,0.035575
US-OK,2024,4.59059e-7,0.000214902,0.0985666,3.95412e-9,6.73263e-9,0.22493,0.00499682,3.50041e-7,0.0293781
US-OR,2019,3.16982e-7,0.00028664,0.0809483,0.00000709091,0.00000361278,0.198206,0.00412892,0.00000857575,0.0251921
US-OR,2020,3.56082e-7,0.000251447,0.072516,0.00000718856,0.00000366051,0.16686,0.00374554,0.00000865493,0.0217853
US-OR,2021,4.01385e-7,0.000226389,0.0665392,0.00000713318,0.00000362988,0.162322,0.00402322,0.00000868043,0.0214551
US-OR,2022,3.92597e-7,0.000214258,0.0622803,0.0000069436,0.00000353333,0.146119,0.00371559,0.00000846068,0.0194959
US-OR,2023,4.50235e-7,0.000238231,0.0693042,0.00000790747,0.00000402377,0.175838,0.00434825,0.00000934908,0.0230831
US-OR,2024,3.27584e-7,0.000250235,0.0686696,0.00000915621,0.00000465874,0.188226,0.00443586,0.0000107186,0.0238437
US-PA,2019,3.32179e-7,0.000491498,0.141472,2.12015e-9,2.44311e-8,0.362955,0.0107046,0.00000189917,0.0906186
US-PA,2020,3.14123e-7,0.000408014,0.121681,1.77465e-9,1.77098e-8,0.339436,0.0105979,0.0000017503,0.0835586
US-PA,2021,3.1816e-7,0.000439566,0.130354,1.89623e-9,1.9823e-8,0.359245,0.0105099,0.00000170786,0.0835194
US-PA,2022,3.13124e-7,0.000410571,0.122788,1.77232e-9,1.75456e-8,0.346171,0.0105557,0.00000179646,0.0823181
US-PA,2023,3.03759e-7,0.000342276,0.106164,1.48883e-9,1.26645e-8,0.318693,0.0105901,0.00000160531,0.0790743
US-PA,2024,3.04939e-7,0.000322229,0.100696,1.42324e-9,1.15635e-8,0.303131,0.0106889,0.00000161246,0.0799945
US-RI,2019,3.05016e-7,0.000383088,0.112175,1.47536e-9,7.63618e-9,0.410681,0.00883185,0.00000268331,0.0496487
US-RI,2020,3.78511e-7,0.000369431,0.111777,1.48e-9,7.63762e-9,0.407061,0.00887758,0.0000020872,0.0492725
US-RI,2021,4.20573e-7,0.000373716,0.111966,1.46699e-9,7.69787e-9,0.406649,0.00892117,0.00000223399,0.0492585
US-RI,2022,5.08983e-7,0.000415573,0.112261,1.55642e-9,7.87028e-9,0.397732,0.0087896,0.00000422325,0.0485997
US-RI,2023,5.50089e-7,0.000389528,0.110614,1.51713e-9,7.82383e-9,0.394852,0.0088556,0.00000295862,0.0487141
US-RI,2024,5.3396e-7,0.000403037,0.108133,1.5536e-9,7.82277e-9,0.385894,0.00867801,0.00000356669,0.0487994
US-SC,2019,3.86593e-7,0.000421618,0.114926,1.7737e-9,2.22873e-8,0.261597,0.0116815,0.00000215665,0.105709
US-SC,2020,4.2399e-7,0.000386618,0.106115,1.64688e-9,1.9901e-8,0.242404,0.0115698,0.00000207594,0.102909
US-SC,2021,4.63024e-7,0.000431806,0.118002,1.84514e-9,2.29914e-8,0.266751,0.0116303,0.00000206641,0.104725
US-SC,2022,4.6839e-7,0.000422977,0.114755,1.7924e-9,2.19614e-8,0.261104,0.0116938,0.00000230672,0.104507
US-SC,2023,4.81734e-7,0.00042069,0.115908,1.81753e-9,2.23912e-8,0.261845,0.0116277,0.00000195612,0.104088
US-SC,2024,4.3667e-7,0.000419115,0.115048,1.80455e-9,2.27358e-8,0.254341,0.0117965,0.0000020378,0.10724
US-SD,2019,2.78081e-7,0.000378412,0.124217,2.89177e-9,2.2531e-8,0.228138,0.00298567,2.44035e-7,0.0286352
US-SD,2020,3.71161e-7,0.000271122,0.10486,3.6801e-9,1.56369e-8,0.162517,0.00249562,2.06217e-7,0.021969
US-SD,2021,4.50987e-7,0.000245795,0.102576,4.44258e-9,1.34431e-8,0.141337,0.00234242,6.74799e-7,0.0201716
US-SD,2022,4.78898e-7,0.000257651,0.108651,4.73814e-9,1.46396e-8,0.152161,0.00245589,3.79134e-7,0.0217799
US-SD,2023,4.84482e-7,0.000249703,0.107462,4.58823e-9,1.35554e-8,0.164366,0.00286633,2.35114e-7,0.0229471
US-SD,2024,5.26058e-7,0.00025986,0.112908,4.96005e-9,1.5022e-8,0.164053,0.00272193,3.39275e-9,0.0233561
US-TN,2019,3.51165e-7,0.000522426,0.147198,2.25461e-9,3.02386e-8,0.327327,0.0102692,0.00000141639,0.0963779
US-TN,2020,3.3064e-7,0.000427895,0.123756,1.89472e-9,2.45733e-8,0.271253,0.0100596,0.0000011567,0.0923411
US-TN,2021,3.51307e-7,0.000513107,0.146244,2.25316e-9,3.05183e-8,0.318392,0.0102266,0.0000011168,0.0969348
US-TN,2022,3.69143e-7,0.000473049,0.137602,2.10856e-9,2.76922e-8,0.305794,0.0104649,9.67727e-7,0.0964217
US-TN,2023,3.88649e-7,0.000457581,0.133794,2.06692e-9,2.71642e-8,0.292717,0.0105872,8.20302e-7,0.0978072
US-TN,2024,3.69477e-7,0.000472457,0.136797,2.11789e-9,2.83308e-8,0.295083,0.0106755,9.56316e-7,0.10012
US-TX,2019,4.27024e-7,0.000534082,0.168376,3.32542e-9,2.68373e-8,0.430488,0.0081033,6.12028e-7,0.0632514
US-TX,2020,4.77182e-7,0.000493231,0.158539,3.31184e-9,2.42535e-8,0.403187,0.00794622,5.617e-7,0.0605578
US-TX,2021,5.54054e-7,0.000516918,0.164333,3.50164e-9,2.61516e-8,0.405709,0.00781849,6.09371e-7,0.0607046
US-TX,2022,6.14119e-7,0.000483687,0.155936,3.45297e-9,2.38059e-8,0.385347,0.00771228,5.94055e-7,0.0580024
US-TX,2023,6.48026e-7,0.000438366,0.145072,3.30494e-9,2.06198e-8,0.364746,0.00767636,4.59151e-7,0.0551159
US-TX,2024,6.25111e-7,0.000415455,0.14028,3.35978e-9,1.96556e-8,0.346328,0.00757353,3.80383e-7,0.054982
US-UT,2019,8.32959e-7,0.00134218,0.341226,0.0000188838,0.00000967405,0.774077,0.00842917,0.0000205312,0.0936261
US-UT,2020,9.26113e-7,0.00131708,0.329113,0.0000241729,0.0000123599,0.750053,0.00841549,0.0000255187,0.0910307
US-UT,2021,9.89012e-7,0.00132389,0.331349,0.0000234683,0.0000120023,0.753325,0.0085159,0.0000248334,0.0916471
US-UT,2022,0.00000108375,0.00127072,0.311907,0.00002798,0.0000142908,0.715884,0.00849518,0.000029288,0.0873539
US-UT,2023,0.00000120787,0.0011726,0.276439,0.0000369218,0.0000188269,0.651986,0.00849831,0.0000379842,0.0798822
US-UT,2024,0.00000108097,0.00110349,0.2472,0.0000483197,0.0000246128,0.61603,0.00852815,0.0000491975,0.0743935
US-VA,2019,3.48586e-7,0.000414601,0.0992775,1.33213e-9,1.11169e-8,0.308564,0.0104373,0.00000541923,0.0779055
US-VA,2020,3.62812e-7,0.00040276,0.100573,1.34931e-9,1.11986e-8,0.312769,0.010376,0.00000475849,0.0765768
US-VA,2021,4.80119e-7,0.000417412,0.0983226,1.37383e-9,1.11518e-8,0.298822,0.0104412,0.00000562005,0.0773656
US-VA,2022,5.69046e-7,0.000444172,0.0990143,1.42514e-9,1.15594e-8,0.292491,0.0104685,0.00000675817,0.0779182
US-VA,2023,5.94821e-7,0.000362473,0.0884419,1.26913e-9,9.03397e-9,0.270855,0.0105433,0.00000465116,0.0765226
US-VA,2024,4.70959e-7,0.000378736,0.0926237,1.27154e-9,9.34601e-9,0.290679,0.0105275,0.00000495,0.0764671
US-VT,2019,6.31965e-7,0.000503297,0.0353462,1.63327e-9,4.87898e-9,0.0263499,0.00175612,0.0000158446,0.0187677
US-VT,2020,7.67881e-7,0.0005745,0.0366994,1.78025e-9,5.47432e-9,0.0293098,0.00197635,0.0000182361,0.0214242
US-VT,2021,7.59179e-7,0.000637668,0.0361379,1.68769e-9,5.79469e-9,0.0324589,0.00200945,0.0000206061,0.0231373
US-VT,2022,8.04303e-7,0.000548558,0.0390343,1.86544e-9,5.36574e-9,0.0308481,0.00201734,0.0000173686,0.0202569
US-VT,2023,8.39005e-7,0.000476115,0.0385381,1.79806e-9,5.01193e-9,0.0272648,0.00203624,0.000014583,0.0182483
US-VT,2024,5.38917e-7,0.000476097,0.0353968,1.64528e-9,4.59901e-9,0.0255937,0.0016046,0.0000150415,0.0175879
US-WA,2019,1.925e-7,0.000239934,0.073718,1.39002e-9,1.05675e-8,0.143964,0.00380838,0.00000143776,0.0294735
US-WA,2020,1.85037e-7,0.000187533,0.0619497,1.30762e-9,7.81031e-9,0.109068,0.00336626,0.00000120802,0.0249951
US-WA,2021,1.8547e-7,0.000172945,0.0574807,1.24821e-9,6.16922e-9,0.105033,0.00342421,0.00000138277,0.0240039
US-WA,2022,1.74749e-7,0.000163993,0.055613,1.14849e-9,6.25049e-9,0.096495,0.00332871,0.00000117832,0.0237817
US-WA,2023,2.09311e-7,0.000200716,0.0654515,1.32215e-9,7.83023e-9,0.129533,0.00386604,0.00000129912,0.0277058
US-WA,2024,1.95945e-7,0.000198513,0.0663795,1.30988e-9,8.06638e-9,0.132913,0.00404668,0.00000107335,0.0293975
US-WI,2019,3.94172e-7,0.000910326,0.244906,3.84608e-9,5.16992e-8,0.574718,0.00909612,0.00000256151,0.0909396
US-WI,2020,3.87166e-7,0.000853883,0.233044,3.63916e-9,4.81548e-8,0.555155,0.00910994,0.00000213389,0.0882774
US-WI,2021,4.19638e-7,0.000929817,0.250005,3.89636e-9,5.26063e-8,0.587747,0.00920404,0.00000279271,0.091458
US-WI,2022,4.43593e-7,0.000821424,0.223199,3.50117e-9,4.52111e-8,0.536705,0.00924125,0.00000242755,0.0869114
US-WI,2023,4.63415e-7,0.000768256,0.213347,3.31736e-9,4.18381e-8,0.526426,0.0092875,0.00000176504,0.0836368
US-WI,2024,4.11727e-7,0.000745394,0.207675,3.23196e-9,4.03827e-8,0.514966,0.00933716,0.00000176242,0.0839238
US-WV,2019,5.05796e-7,0.00159999,0.437226,6.91568e-9,1.04193e-7,0.946277,0.00834644,5.0768e-7,0.114063
US-WV,2020,5.02294e-7,0.00156581,0.428355,6.81364e-9,1.01611e-7,0.928438,0.00827968,5.94879e-7,0.111917
US-WV,2021,5.04562e-7,0.0015975,0.436075,6.89054e-9,1.03802e-7,0.944863,0.00836002,6.18e-7,0.11386
US-WV,2022,5.05454e-7,0.00157877,0.431394,6.87653e-9,1.02539e-7,0.932481,0.00825057,6.57877e-7,0.11243
US-WV,2023,4.97047e-7,0.00152788,0.418292,6.68197e-9,9.86114e-8,0.909361,0.00823305,7.46639e-7,0.10956
US-WV,2024,4.96197e-7,0.00150472,0.412589,6.63742e-9,9.70214e-8,0.896265,0.00814921,7.52118e-7,0.108024
US-WY,2019,5.40334e-7,0.00148645,0.4094,6.88676e-9,9.63735e-8,0.874005,0.0078021,7.39743e-7,0.105818
US-WY,2020,5.39387e-7,0.00141396,0.391782,6.78181e-9,9.1389e-8,0.832999,0.00753903,7.66759e-7,0.101032
US-WY,2021,5.52981e-7,0.00132122,0.369753,6.77969e-9,8.51083e-8,0.77647,0.00711274,8.62411e-7,0.0945674
US-WY,2022,5.56038e-7,0.00129472,0.364122,6.78225e-9,8.35498e-8,0.761973,0.0070028,7.24971e-7,0.0929539
US-WY,2023,5.52053e-7,0.00128378,0.361067,6.70457e-9,8.25371e-8,0.759097,0.00706248,7.73942e-7,0.0925333
US-WY,2024,5.43812e-7,0.00122485,0.347543,6.66545e-9,7.87063e-8,0.726414,0.00682386,6.83489e-7,0.0887525
